file,ddg,distance,real_motif_ratio
4s0v_receptor_only_dc_aligned_Z1157843291_5_3.pdb,-15.537006,3.3863855929894413,0.142857
4s0v_receptor_only_dc_aligned_Z1157843291_5_2.pdb,-15.503046,3.513564010799475,0.125
4s0v_receptor_only_dc_aligned_Z1157843291_6_5.pdb,-15.39656,1.1033852497627987,0.333333
4s0v_receptor_only_dc_aligned_Z1157843291_10_6.pdb,-15.320584,1.4429342587891825,0.428571
4s0v_receptor_only_dc_aligned_Z1157843291_10_3.pdb,-15.32055,3.5064636881965234,0.222222
4s0v_receptor_only_dc_aligned_Z1157843291_6_9.pdb,-15.215141,1.0404617186924308,0.5
4s0v_receptor_only_dc_aligned_Z1157843291_2_0.pdb,-15.162312,1.528314539068566,0.090909
4s0v_receptor_only_dc_aligned_Z1157843291_10_4.pdb,-15.132513,3.082085140421155,0.166667
4s0v_receptor_only_dc_aligned_Z1157843291_4_1.pdb,-14.999966,2.028557074304168,0.142857
4s0v_receptor_only_dc_aligned_Z1157843291_10_11.pdb,-14.925331,1.7982343903305829,0.142857
4s0v_receptor_only_dc_aligned_Z1157843291_10_0.pdb,-14.885332,3.1874760385521634,0.166667
4s0v_receptor_only_dc_aligned_Z1157843291_6_4.pdb,-14.673977,6.751032942140384,0.166667
4s0v_receptor_only_dc_aligned_Z1157843291_4_8.pdb,-14.384939,1.5612759117203383,0.222222
4s0v_receptor_only_dc_aligned_Z1157843291_4_5.pdb,-14.381751,1.847290166091442,0.333333
4s0v_receptor_only_dc_aligned_Z1157843291_6_7.pdb,-14.360954,1.5722474291518762,0.125
4s0v_receptor_only_dc_aligned_Z1157843291_8_2.pdb,-14.3197,2.0778645308533696,0.125
4s0v_receptor_only_dc_aligned_Z1157843291_9_1.pdb,-14.197576,1.0305680022174233,0.142857
4s0v_receptor_only_dc_aligned_Z1157843291_6_6.pdb,-14.109164,0.8224694691649614,0.333333
4s0v_receptor_only_dc_aligned_Z1157843291_5_0.pdb,-14.106774,3.371446451405268,0.142857
4s0v_receptor_only_dc_aligned_Z1157843291_5_4.pdb,-14.022419,3.2715036566968174,0.142857
4s0v_receptor_only_dc_aligned_Z1157843291_3_2.pdb,-13.846501,3.0736373713019747,0.142857
4s0v_receptor_only_dc_aligned_Z1157843291_7_4.pdb,-13.803182,6.683667197071769,0.25
4s0v_receptor_only_dc_aligned_Z1157843291_10_5.pdb,-13.613275,1.497279577639249,0.125
4s0v_receptor_only_dc_aligned_Z1157843291_3_0.pdb,-13.398248,1.9115027175694714,0.090909
4s0v_receptor_only_dc_aligned_Z1157843291_7_3.pdb,-13.256319,1.5958821756984323,0.083333
4s0v_receptor_only_dc_aligned_Z1157843291_4_6.pdb,-13.246239,5.705910453909593,0.125
4s0v_receptor_only_dc_aligned_Z1157843291_2_2.pdb,-13.105469,5.197371460481015,0.375
4s0v_receptor_only_dc_aligned_Z1157843291_10_8.pdb,-13.039263,1.9811874095867934,0.142857
4s0v_receptor_only_dc_aligned_Z1157843291_7_2.pdb,-12.611709,1.1267298998119035,0.125
4s0v_receptor_only_dc_aligned_Z1157843291_10_7.pdb,-12.499904,1.2660769613840417,0.142857
4s0v_receptor_only_dc_aligned_Z1157843291_4_0.pdb,-11.985967,9.038106406022033,0.25
4s0v_receptor_only_dc_aligned_Z1157843291_4_3.pdb,-11.965139,2.402810399746543,0.428571
4s0v_receptor_only_dc_aligned_Z1157843291_3_1.pdb,-11.925125,5.190002907335736,0.333333
4s0v_receptor_only_dc_aligned_Z1157843291_8_3.pdb,-11.920447,6.982041548842988,0.125
4s0v_receptor_only_dc_aligned_Z1157843291_6_1.pdb,-11.603516,0.9849838016925849,0.181818
4s0v_receptor_only_dc_aligned_Z1157843291_5_6.pdb,-11.587512,7.793947780305414,0.25
4s0v_receptor_only_dc_aligned_Z1157843291_9_0.pdb,-11.558773,0.6493414795360879,0.4
4s0v_receptor_only_dc_aligned_Z1157843291_5_7.pdb,-11.506251,9.47608638115917,0.333333
4s0v_receptor_only_dc_aligned_Z1157843291_10_9.pdb,-11.328616,8.500649113671196,0.285714
4s0v_receptor_only_dc_aligned_Z1157843291_1_0.pdb,-11.197064,4.495602314357915,0.333333
4s0v_receptor_only_dc_aligned_Z1157843291_2_3.pdb,-11.152493,4.172556262958035,0.1
