file,ddg,distance
4s0v_receptor_only_dc_aligned_ZINC000016735053_11_2.pdb,-19.63208,7.087853082959417
4s0v_receptor_only_dc_aligned_ZINC000016735053_2_0.pdb,-18.409066,5.516428829633121
4s0v_receptor_only_dc_aligned_ZINC000016735053_7_7.pdb,-18.129244,2.1731416498703515
4s0v_receptor_only_dc_aligned_ZINC000016735053_7_15.pdb,-17.951257,3.939368087721119
4s0v_receptor_only_dc_aligned_ZINC000016735053_8_0.pdb,-17.341688,7.393158777276362
4s0v_receptor_only_dc_aligned_ZINC000016735053_7_14.pdb,-17.308802,3.227225070052874
4s0v_receptor_only_dc_aligned_ZINC000016735053_11_1.pdb,-17.287678,7.542313156401578
4s0v_receptor_only_dc_aligned_ZINC000016735053_14_12.pdb,-17.226041,7.300492551189211
4s0v_receptor_only_dc_aligned_ZINC000016735053_4_1.pdb,-16.995091,3.7941757889478813
4s0v_receptor_only_dc_aligned_ZINC000016735053_7_11.pdb,-16.936239,4.6931209741913795
4s0v_receptor_only_dc_aligned_ZINC000016735053_14_1.pdb,-16.742823,9.191634702061542
4s0v_receptor_only_dc_aligned_ZINC000016735053_8_1.pdb,-16.740369,7.4218555657315335
4s0v_receptor_only_dc_aligned_ZINC000016735053_7_13.pdb,-16.636137,4.728155262789411
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_0.pdb,-16.256782,6.524932538438447
4s0v_receptor_only_dc_aligned_ZINC000016735053_15_5.pdb,-16.249119,7.567093406754221
4s0v_receptor_only_dc_aligned_ZINC000016735053_5_3.pdb,-15.852168,7.611909711651427
4s0v_receptor_only_dc_aligned_ZINC000016735053_14_10.pdb,-15.850843,7.61232017692899
4s0v_receptor_only_dc_aligned_ZINC000016735053_15_7.pdb,-15.758205,7.096997190224574
4s0v_receptor_only_dc_aligned_ZINC000016735053_7_12.pdb,-15.645294,5.036115891169512
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_4.pdb,-15.569602,7.089797732035301
4s0v_receptor_only_dc_aligned_ZINC000016735053_13_4.pdb,-15.537863,5.844147356596793
4s0v_receptor_only_dc_aligned_ZINC000016735053_15_4.pdb,-15.486243,13.559266589047892
4s0v_receptor_only_dc_aligned_ZINC000016735053_12_10.pdb,-15.312317,8.613258788359193
4s0v_receptor_only_dc_aligned_ZINC000016735053_4_8.pdb,-15.239795,4.661801108212455
4s0v_receptor_only_dc_aligned_ZINC000016735053_12_0.pdb,-15.175378,4.686857669817762
4s0v_receptor_only_dc_aligned_ZINC000016735053_4_2.pdb,-15.082247,11.248324513950594
4s0v_receptor_only_dc_aligned_ZINC000016735053_12_1.pdb,-15.030859,4.227013871798452
4s0v_receptor_only_dc_aligned_ZINC000016735053_14_13.pdb,-14.994495,6.248349017619587
4s0v_receptor_only_dc_aligned_ZINC000016735053_13_2.pdb,-14.930059,4.70515974443791
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_11.pdb,-14.889843,11.316452795052617
4s0v_receptor_only_dc_aligned_ZINC000016735053_14_2.pdb,-14.784657,5.301334725584226
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_10.pdb,-14.733709,8.863983696740428
4s0v_receptor_only_dc_aligned_ZINC000016735053_7_2.pdb,-14.694517,8.840060645059705
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_12.pdb,-14.564824,9.031901326336158
4s0v_receptor_only_dc_aligned_ZINC000016735053_13_0.pdb,-14.474404,8.447707465373352
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_8.pdb,-14.451838,9.40491900078174
4s0v_receptor_only_dc_aligned_ZINC000016735053_13_5.pdb,-14.349518,5.900008625032928
4s0v_receptor_only_dc_aligned_ZINC000016735053_6_4.pdb,-14.316382,10.929985049561681
4s0v_receptor_only_dc_aligned_ZINC000016735053_15_6.pdb,-14.304898,7.789911309797188
4s0v_receptor_only_dc_aligned_ZINC000016735053_12_8.pdb,-14.275695,8.802240233052624
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_1.pdb,-14.241593,4.2248348821741875
4s0v_receptor_only_dc_aligned_ZINC000016735053_6_2.pdb,-14.188132,4.452258994177509
4s0v_receptor_only_dc_aligned_ZINC000016735053_7_6.pdb,-14.183635,9.011654993219672
4s0v_receptor_only_dc_aligned_ZINC000016735053_12_11.pdb,-14.122862,8.739527996602277
4s0v_receptor_only_dc_aligned_ZINC000016735053_13_3.pdb,-14.06115,4.175494559770476
4s0v_receptor_only_dc_aligned_ZINC000016735053_12_9.pdb,-13.793762,7.0638660763384005
4s0v_receptor_only_dc_aligned_ZINC000016735053_13_1.pdb,-13.753237,4.872836726261457
4s0v_receptor_only_dc_aligned_ZINC000016735053_6_1.pdb,-13.701169,4.604515430564725
4s0v_receptor_only_dc_aligned_ZINC000016735053_12_3.pdb,-13.251367,8.976937109765512
4s0v_receptor_only_dc_aligned_ZINC000016735053_15_1.pdb,-13.222632,5.976282612348103
4s0v_receptor_only_dc_aligned_ZINC000016735053_12_7.pdb,-13.067589,7.592311492210598
4s0v_receptor_only_dc_aligned_ZINC000016735053_10_2.pdb,-13.053251,10.443728275756676
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_5.pdb,-12.909027,7.573132605510628
4s0v_receptor_only_dc_aligned_ZINC000016735053_12_4.pdb,-12.884333,10.16300116883375
4s0v_receptor_only_dc_aligned_ZINC000016735053_6_7.pdb,-12.88236,4.574694283366423
4s0v_receptor_only_dc_aligned_ZINC000016735053_6_6.pdb,-12.818381,4.582513722508129
4s0v_receptor_only_dc_aligned_ZINC000016735053_14_7.pdb,-12.629981,9.025568168138555
4s0v_receptor_only_dc_aligned_ZINC000016735053_15_0.pdb,-12.622432,9.557430913235281
4s0v_receptor_only_dc_aligned_ZINC000016735053_13_8.pdb,-12.523882,9.840723669345651
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_2.pdb,-12.506958,7.870890583728023
4s0v_receptor_only_dc_aligned_ZINC000016735053_3_1.pdb,-12.493825,9.459654375929226
4s0v_receptor_only_dc_aligned_ZINC000016735053_5_2.pdb,-12.385833,9.548151694644917
4s0v_receptor_only_dc_aligned_ZINC000016735053_14_0.pdb,-12.374857,6.582762708157846
4s0v_receptor_only_dc_aligned_ZINC000016735053_6_3.pdb,-12.126189,4.256136428480588
4s0v_receptor_only_dc_aligned_ZINC000016735053_6_5.pdb,-12.122745,12.499128433596356
4s0v_receptor_only_dc_aligned_ZINC000016735053_11_3.pdb,-11.873088,11.268824535403954
4s0v_receptor_only_dc_aligned_ZINC000016735053_6_0.pdb,-11.825501,10.306143262816773
4s0v_receptor_only_dc_aligned_ZINC000016735053_14_3.pdb,-11.732673,9.508876929027362
4s0v_receptor_only_dc_aligned_ZINC000016735053_10_0.pdb,-11.619918,10.493756318757793
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_7.pdb,-11.525334,7.4519453349237175
4s0v_receptor_only_dc_aligned_ZINC000016735053_14_8.pdb,-11.497304,11.1934905538241
4s0v_receptor_only_dc_aligned_ZINC000016735053_9_9.pdb,-11.439938,3.3969553281642066
4s0v_receptor_only_dc_aligned_ZINC000016735053_4_12.pdb,-11.369795,4.52172772565974
4s0v_receptor_only_dc_aligned_ZINC000016735053_15_2.pdb,-11.26276,9.99843007198235
