file,ddg,distance
4s0v_receptor_only_dc_aligned_Z2699500125_1_37.pdb,-15.479294,1.5238237322478625
4s0v_receptor_only_dc_aligned_Z2699500125_8_39.pdb,-15.26055,1.28975577415331
4s0v_receptor_only_dc_aligned_Z2699500125_1_43.pdb,-15.082577,0.9067656415129934
4s0v_receptor_only_dc_aligned_Z2699500125_8_47.pdb,-14.91223,1.48150800941534
4s0v_receptor_only_dc_aligned_Z2699500125_8_40.pdb,-14.798915,1.7320419315124451
4s0v_receptor_only_dc_aligned_Z2699500125_8_45.pdb,-14.520811,1.738593218753351
4s0v_receptor_only_dc_aligned_Z2699500125_8_30.pdb,-14.491994,1.4882400038918542
4s0v_receptor_only_dc_aligned_Z2699500125_1_38.pdb,-14.474201,1.7471352093468846
4s0v_receptor_only_dc_aligned_Z2699500125_1_27.pdb,-14.444826,1.4045337007014989
4s0v_receptor_only_dc_aligned_Z2699500125_5_5.pdb,-14.237115,0.9413411489085511
4s0v_receptor_only_dc_aligned_Z2699500125_6_74.pdb,-14.067873,1.7123465810484946
4s0v_receptor_only_dc_aligned_Z2699500125_1_42.pdb,-13.902866,2.1531368223711875
4s0v_receptor_only_dc_aligned_Z2699500125_3_36.pdb,-13.544196,1.7898777189038557
4s0v_receptor_only_dc_aligned_Z2699500125_1_36.pdb,-13.524851,1.9698684528176615
4s0v_receptor_only_dc_aligned_Z2699500125_6_91.pdb,-13.508431,1.6455947201765428
4s0v_receptor_only_dc_aligned_Z2699500125_6_68.pdb,-13.381717,1.769155694035881
4s0v_receptor_only_dc_aligned_Z2699500125_6_78.pdb,-13.319557,2.006950720555834
4s0v_receptor_only_dc_aligned_Z2699500125_8_13.pdb,-13.318024,3.02874080220837
4s0v_receptor_only_dc_aligned_Z2699500125_1_49.pdb,-13.211812,1.8499844132273184
4s0v_receptor_only_dc_aligned_Z2699500125_2_36.pdb,-13.082549,5.070775111718964
4s0v_receptor_only_dc_aligned_Z2699500125_4_33.pdb,-13.046827,1.5040239026490179
4s0v_receptor_only_dc_aligned_Z2699500125_5_39.pdb,-12.959397,1.8120640271879105
4s0v_receptor_only_dc_aligned_Z2699500125_6_75.pdb,-12.754053,2.8127994379395256
4s0v_receptor_only_dc_aligned_Z2699500125_1_23.pdb,-12.737135,0.8699363433069391
4s0v_receptor_only_dc_aligned_Z2699500125_6_19.pdb,-12.734807,1.5470046343267596
4s0v_receptor_only_dc_aligned_Z2699500125_4_32.pdb,-12.600961,0.5265086078916724
4s0v_receptor_only_dc_aligned_Z2699500125_6_80.pdb,-12.596668,1.7649514577100738
4s0v_receptor_only_dc_aligned_Z2699500125_6_59.pdb,-12.524173,2.7713255418994036
4s0v_receptor_only_dc_aligned_Z2699500125_4_25.pdb,-12.478658,1.4059093541056626
4s0v_receptor_only_dc_aligned_Z2699500125_6_64.pdb,-12.349562,2.0186928803795627
4s0v_receptor_only_dc_aligned_Z2699500125_6_13.pdb,-12.285826,0.8791909742394007
4s0v_receptor_only_dc_aligned_Z2699500125_2_63.pdb,-12.260842,4.776869434550161
4s0v_receptor_only_dc_aligned_Z2699500125_7_37.pdb,-12.224364,4.923078368907634
4s0v_receptor_only_dc_aligned_Z2699500125_5_50.pdb,-12.162431,4.008378137970743
4s0v_receptor_only_dc_aligned_Z2699500125_5_45.pdb,-12.154324,1.1406262983630349
4s0v_receptor_only_dc_aligned_Z2699500125_5_18.pdb,-12.137663,0.598480642280121
4s0v_receptor_only_dc_aligned_Z2699500125_4_7.pdb,-12.020594,0.8966941856158993
4s0v_receptor_only_dc_aligned_Z2699500125_6_92.pdb,-11.955482,3.004110727036394
4s0v_receptor_only_dc_aligned_Z2699500125_8_6.pdb,-11.955141,9.296492230421924
4s0v_receptor_only_dc_aligned_Z2699500125_4_30.pdb,-11.952861,2.282958277534174
4s0v_receptor_only_dc_aligned_Z2699500125_6_1.pdb,-11.90689,3.002919895750657
4s0v_receptor_only_dc_aligned_Z2699500125_7_7.pdb,-11.837609,5.650366615270359
4s0v_receptor_only_dc_aligned_Z2699500125_6_18.pdb,-11.830509,4.609146686904881
4s0v_receptor_only_dc_aligned_Z2699500125_3_12.pdb,-11.827033,1.8694402771256375
4s0v_receptor_only_dc_aligned_Z2699500125_3_22.pdb,-11.798797,5.62274558045421
4s0v_receptor_only_dc_aligned_Z2699500125_7_39.pdb,-11.795141,4.74820661340979
4s0v_receptor_only_dc_aligned_Z2699500125_1_35.pdb,-11.756635,1.96749559063903
4s0v_receptor_only_dc_aligned_Z2699500125_8_15.pdb,-11.753258,9.558705323262235
4s0v_receptor_only_dc_aligned_Z2699500125_6_60.pdb,-11.717213,2.6752264000279014
4s0v_receptor_only_dc_aligned_Z2699500125_6_3.pdb,-11.702237,2.5480182719486186
4s0v_receptor_only_dc_aligned_Z2699500125_6_84.pdb,-11.695895,3.131562199120721
4s0v_receptor_only_dc_aligned_Z2699500125_2_64.pdb,-11.617477,4.710252289039968
4s0v_receptor_only_dc_aligned_Z2699500125_6_90.pdb,-11.55863,1.922014700997547
4s0v_receptor_only_dc_aligned_Z2699500125_4_1.pdb,-11.540138,2.5294632893089792
4s0v_receptor_only_dc_aligned_Z2699500125_4_34.pdb,-11.532302,0.4499169513064788
4s0v_receptor_only_dc_aligned_Z2699500125_6_99.pdb,-11.530613,2.3775463352806088
4s0v_receptor_only_dc_aligned_Z2699500125_4_38.pdb,-11.518864,3.648337595134654
4s0v_receptor_only_dc_aligned_Z2699500125_3_43.pdb,-11.48456,2.095590013911655
4s0v_receptor_only_dc_aligned_Z2699500125_2_14.pdb,-11.470041,5.629437489489772
4s0v_receptor_only_dc_aligned_Z2699500125_4_22.pdb,-11.455464,2.289253310158777
4s0v_receptor_only_dc_aligned_Z2699500125_2_16.pdb,-11.455209,5.453088831342963
4s0v_receptor_only_dc_aligned_Z2699500125_1_11.pdb,-11.419642,0.7899060448810235
4s0v_receptor_only_dc_aligned_Z2699500125_8_52.pdb,-11.412977,2.129228766547911
4s0v_receptor_only_dc_aligned_Z2699500125_6_44.pdb,-11.393722,2.9985378116797046
4s0v_receptor_only_dc_aligned_Z2699500125_1_28.pdb,-11.387674,2.068493966570746
4s0v_receptor_only_dc_aligned_Z2699500125_6_71.pdb,-11.355023,2.787375936604498
4s0v_receptor_only_dc_aligned_Z2699500125_6_61.pdb,-11.315033,3.128575737237068
4s0v_receptor_only_dc_aligned_Z2699500125_6_2.pdb,-11.258455,2.8365445187695895
4s0v_receptor_only_dc_aligned_Z2699500125_3_21.pdb,-11.179434,5.47711783516615
4s0v_receptor_only_dc_aligned_Z2699500125_6_77.pdb,-11.167403,2.3257470216316447
4s0v_receptor_only_dc_aligned_Z2699500125_4_29.pdb,-11.148401,5.278964728341431
4s0v_receptor_only_dc_aligned_Z2699500125_2_59.pdb,-11.147283,5.120092503587717
4s0v_receptor_only_dc_aligned_Z2699500125_3_41.pdb,-11.101029,2.720471376284636
4s0v_receptor_only_dc_aligned_Z2699500125_8_37.pdb,-11.024418,1.9591190520984512
4s0v_receptor_only_dc_aligned_Z2699500125_5_28.pdb,-10.96616,2.396110950469908
4s0v_receptor_only_dc_aligned_Z2699500125_6_41.pdb,-10.954696,3.8084256171554984
4s0v_receptor_only_dc_aligned_Z2699500125_2_44.pdb,-10.941867,3.3401735000288726
4s0v_receptor_only_dc_aligned_Z2699500125_4_5.pdb,-10.941416,5.347013897574111
4s0v_receptor_only_dc_aligned_Z2699500125_2_15.pdb,-10.938381,3.972709449728459
4s0v_receptor_only_dc_aligned_Z2699500125_8_2.pdb,-10.937853,8.074368447835793
4s0v_receptor_only_dc_aligned_Z2699500125_2_66.pdb,-10.937479,4.606905972711647
4s0v_receptor_only_dc_aligned_Z2699500125_2_49.pdb,-10.926191,1.460458288904024
4s0v_receptor_only_dc_aligned_Z2699500125_2_61.pdb,-10.924595,6.280188734006294
4s0v_receptor_only_dc_aligned_Z2699500125_5_33.pdb,-10.907065,2.618490698276738
4s0v_receptor_only_dc_aligned_Z2699500125_5_53.pdb,-10.879209,6.543830756459401
4s0v_receptor_only_dc_aligned_Z2699500125_4_13.pdb,-10.878291,2.040313089608668
4s0v_receptor_only_dc_aligned_Z2699500125_4_17.pdb,-10.864614,4.8776198488340174
4s0v_receptor_only_dc_aligned_Z2699500125_8_38.pdb,-10.862014,2.2920790908318303
4s0v_receptor_only_dc_aligned_Z2699500125_8_20.pdb,-10.861824,4.331770117947116
4s0v_receptor_only_dc_aligned_Z2699500125_6_31.pdb,-10.837163,9.668276554666676
4s0v_receptor_only_dc_aligned_Z2699500125_5_51.pdb,-10.803231,6.430111204651442
4s0v_receptor_only_dc_aligned_Z2699500125_6_14.pdb,-10.797509,2.79269934586705
4s0v_receptor_only_dc_aligned_Z2699500125_1_7.pdb,-10.794629,6.232767967878018
4s0v_receptor_only_dc_aligned_Z2699500125_7_22.pdb,-10.745546,9.206300205581778
