file,ddg,distance,real_motif_ratio
4s0v_receptor_only_dc_aligned_Z51677152_11_0.pdb,-17.226136,7.044687086164068,0.142857
4s0v_receptor_only_dc_aligned_Z51677152_2_0.pdb,-13.604336,6.69089805371711,0.142857
4s0v_receptor_only_dc_aligned_Z51677152_7_0.pdb,-13.229445,6.41602323156901,0.333333
4s0v_receptor_only_dc_aligned_Z51677152_11_1.pdb,-11.694848,10.749570013690056,0.5
4s0v_receptor_only_dc_aligned_Z51677152_12_0.pdb,-10.873153,9.642291399030766,0.166667
4s0v_receptor_only_dc_aligned_Z51677152_12_1.pdb,-10.837369,3.627385843002727,0.333333
4s0v_receptor_only_dc_aligned_Z51677152_9_0.pdb,-10.331593,11.158936287689551,0.166667
4s0v_receptor_only_dc_aligned_Z51677152_11_2.pdb,-9.250193,6.256375024403778,0.333333
