file,ddg,distance,real_motif_ratio
4s0v_receptor_only_dc_aligned_Z932784488_3_25.pdb,-21.217061,6.352489372856364,0.416667
4s0v_receptor_only_dc_aligned_Z932784488_3_17.pdb,-19.671714,6.481205983159457,0.416667
4s0v_receptor_only_dc_aligned_Z932784488_14_0.pdb,-19.46035,3.4096814515552976,0.166667
4s0v_receptor_only_dc_aligned_Z932784488_1_0.pdb,-19.363585,3.036434533322646,0.444444
4s0v_receptor_only_dc_aligned_Z932784488_13_8.pdb,-18.990518,4.073753299977071,0.222222
4s0v_receptor_only_dc_aligned_Z932784488_2_0.pdb,-18.742437,6.12328481634895,0.3
4s0v_receptor_only_dc_aligned_Z932784488_10_7.pdb,-18.71803,6.304910825090675,0.375
4s0v_receptor_only_dc_aligned_Z932784488_3_14.pdb,-18.52498,6.491453603811096,0.333333
4s0v_receptor_only_dc_aligned_Z932784488_14_5.pdb,-18.388741,4.694717914864994,0.3
4s0v_receptor_only_dc_aligned_Z932784488_10_4.pdb,-18.16999,6.501945555579198,0.222222
4s0v_receptor_only_dc_aligned_Z932784488_1_5.pdb,-18.088916,2.939252614543151,0.5
4s0v_receptor_only_dc_aligned_Z932784488_3_4.pdb,-17.829387,7.125898656886014,0.333333
4s0v_receptor_only_dc_aligned_Z932784488_13_11.pdb,-17.725083,4.075898153406737,0.333333
4s0v_receptor_only_dc_aligned_Z932784488_13_5.pdb,-17.644085,3.104589891978734,0.285714
4s0v_receptor_only_dc_aligned_Z932784488_6_3.pdb,-17.61556,9.674725851301394,0.222222
4s0v_receptor_only_dc_aligned_Z932784488_1_3.pdb,-17.569349,2.9549570039277593,0.454545
4s0v_receptor_only_dc_aligned_Z932784488_13_7.pdb,-17.275345,3.3206951095820996,0.222222
4s0v_receptor_only_dc_aligned_Z932784488_3_15.pdb,-17.04265,6.512060593574259,0.333333
4s0v_receptor_only_dc_aligned_Z932784488_1_2.pdb,-16.945243,2.287490972288732,0.444444
4s0v_receptor_only_dc_aligned_Z932784488_13_0.pdb,-16.310966,3.9483958034276,0.571429
4s0v_receptor_only_dc_aligned_Z932784488_8_1.pdb,-16.216639,4.473352860012853,0.090909
4s0v_receptor_only_dc_aligned_Z932784488_4_0.pdb,-16.048158,7.290380204875173,0.444444
4s0v_receptor_only_dc_aligned_Z932784488_13_2.pdb,-15.825205,3.4511766983733314,0.333333
4s0v_receptor_only_dc_aligned_Z932784488_6_2.pdb,-15.718814,10.52601209016865,0.142857
4s0v_receptor_only_dc_aligned_Z932784488_14_4.pdb,-15.673231,4.6642238852127225,0.285714
4s0v_receptor_only_dc_aligned_Z932784488_14_2.pdb,-15.564054,4.253868018319791,0.3
4s0v_receptor_only_dc_aligned_Z932784488_8_0.pdb,-15.339287,5.26608668256633,0.222222
4s0v_receptor_only_dc_aligned_Z932784488_13_1.pdb,-15.244625,6.821033877795731,0.25
4s0v_receptor_only_dc_aligned_Z932784488_3_9.pdb,-15.217837,5.11975566328097,0.3
4s0v_receptor_only_dc_aligned_Z932784488_13_6.pdb,-15.102874,6.542748598604183,0.285714
4s0v_receptor_only_dc_aligned_Z932784488_5_0.pdb,-14.482179,10.563905086103805,0.285714
4s0v_receptor_only_dc_aligned_Z932784488_13_4.pdb,-14.398127,3.6171865546288404,0.333333
