file,ddg,distance,real_motif_ratio
4s0v_receptor_only_dc_aligned_PV-001833709018_3_9.pdb,-17.57255,2.666147233008463,0.2
4s0v_receptor_only_dc_aligned_PV-001833709018_3_3.pdb,-17.386947,3.5266838106833567,0.222222
4s0v_receptor_only_dc_aligned_PV-001833709018_13_0.pdb,-17.223927,3.7133173935336328,0.272727
4s0v_receptor_only_dc_aligned_PV-001833709018_5_4.pdb,-17.187836,5.444474737306868,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_3_1.pdb,-16.913675,3.2807572093586654,0.2
4s0v_receptor_only_dc_aligned_PV-001833709018_5_3.pdb,-16.281119,5.262386582448305,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_3_5.pdb,-15.631581,8.10198516313224,0.375
4s0v_receptor_only_dc_aligned_PV-001833709018_3_0.pdb,-15.518835,5.38104435447531,0.166667
4s0v_receptor_only_dc_aligned_PV-001833709018_11_2.pdb,-15.483047,3.9265881009710415,0.222222
4s0v_receptor_only_dc_aligned_PV-001833709018_7_6.pdb,-15.153493,5.005911624627607,0.375
4s0v_receptor_only_dc_aligned_PV-001833709018_4_2.pdb,-15.074548,6.425138883952257,0.2
4s0v_receptor_only_dc_aligned_PV-001833709018_4_1.pdb,-15.060343,5.726235744092263,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_8_0.pdb,-14.661281,3.870833775244702,0.111111
4s0v_receptor_only_dc_aligned_PV-001833709018_3_4.pdb,-14.651684,8.407917137977277,0.5
4s0v_receptor_only_dc_aligned_PV-001833709018_5_2.pdb,-14.58173,4.489271140574469,0.222222
4s0v_receptor_only_dc_aligned_PV-001833709018_6_1.pdb,-14.566891,8.181524953097991,0.166667
4s0v_receptor_only_dc_aligned_PV-001833709018_1_0.pdb,-14.131911,8.887887987678834,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_7_1.pdb,-14.107375,5.492359427673748,0.333333
4s0v_receptor_only_dc_aligned_PV-001833709018_10_1.pdb,-13.865804,4.466549133391472,0.25
4s0v_receptor_only_dc_aligned_PV-001833709018_7_0.pdb,-13.526186,4.72406119202186,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_11_4.pdb,-13.369151,3.846873119712804,0.2
4s0v_receptor_only_dc_aligned_PV-001833709018_7_7.pdb,-13.24113,3.893041713472084,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_11_7.pdb,-13.092891,5.725568190848715,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_11_9.pdb,-12.968056,5.425941987797643,0.166667
4s0v_receptor_only_dc_aligned_PV-001833709018_4_0.pdb,-12.824004,4.241690407732322,0.125
4s0v_receptor_only_dc_aligned_PV-001833709018_11_8.pdb,-12.790364,6.983465152976428,0.222222
4s0v_receptor_only_dc_aligned_PV-001833709018_7_5.pdb,-12.734695,4.80829292747808,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_1_6.pdb,-12.707275,3.342926438163557,0.285714
4s0v_receptor_only_dc_aligned_PV-001833709018_1_5.pdb,-12.580758,10.32890270446708,0.125
4s0v_receptor_only_dc_aligned_PV-001833709018_11_6.pdb,-12.517925,7.472943881621044,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_10_0.pdb,-12.486165,6.492080952480344,0.166667
4s0v_receptor_only_dc_aligned_PV-001833709018_8_1.pdb,-12.480189,9.55539024670959,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_6_0.pdb,-12.389519,9.29247648583073,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_3_7.pdb,-12.350629,5.3064660791878575,0.1
4s0v_receptor_only_dc_aligned_PV-001833709018_1_3.pdb,-12.00153,11.015706000594786,0.25
4s0v_receptor_only_dc_aligned_PV-001833709018_8_2.pdb,-11.95005,8.273988939447344,0.166667
4s0v_receptor_only_dc_aligned_PV-001833709018_5_5.pdb,-11.933242,5.6486963617192005,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_7_4.pdb,-11.907903,11.092573763577938,0.333333
4s0v_receptor_only_dc_aligned_PV-001833709018_9_0.pdb,-11.889322,9.598880187735572,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_11_3.pdb,-11.753143,7.057405687803711,0.285714
4s0v_receptor_only_dc_aligned_PV-001833709018_1_2.pdb,-11.470169,10.949199291896017,0.222222
4s0v_receptor_only_dc_aligned_PV-001833709018_7_3.pdb,-11.359676,11.239994790844703,0.375
4s0v_receptor_only_dc_aligned_PV-001833709018_4_3.pdb,-11.344128,4.905103680144894,0.166667
4s0v_receptor_only_dc_aligned_PV-001833709018_12_0.pdb,-10.85375,10.14429162117145,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_11_5.pdb,-10.601472,6.696715569371801,0.142857
4s0v_receptor_only_dc_aligned_PV-001833709018_5_1.pdb,-10.53763,5.6605658320828764,0.222222
4s0v_receptor_only_dc_aligned_PV-001833709018_3_2.pdb,-10.457817,0.9397004322594459,0.25
4s0v_receptor_only_dc_aligned_PV-001833709018_7_2.pdb,-10.454126,8.257122094770864,0.1
4s0v_receptor_only_dc_aligned_PV-001833709018_1_4.pdb,-10.303219,1.6436020615579896,0.2
4s0v_receptor_only_dc_aligned_PV-001833709018_11_0.pdb,-10.21782,5.053956856119084,0.3
