file,ddg,distance
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_6.pdb,-19.00918,3.8132293855786483
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_10.pdb,-17.083947,8.662460279746028
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_3.pdb,-16.533187,3.941432805661758
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_9.pdb,-16.53224,3.764890413518181
4s0v_receptor_only_dc_aligned_ZINC000016607715_2_0.pdb,-16.473874,8.388552884767988
4s0v_receptor_only_dc_aligned_ZINC000016607715_1_0.pdb,-15.976735,8.391133298894728
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_7.pdb,-15.749354,3.8113187436062232
4s0v_receptor_only_dc_aligned_ZINC000016607715_10_7.pdb,-15.630175,7.970868266603785
4s0v_receptor_only_dc_aligned_ZINC000016607715_5_0.pdb,-15.231867,8.36037411907147
4s0v_receptor_only_dc_aligned_ZINC000016607715_10_8.pdb,-14.575021,10.86620530218373
4s0v_receptor_only_dc_aligned_ZINC000016607715_11_1.pdb,-13.90824,3.891182126573781
4s0v_receptor_only_dc_aligned_ZINC000016607715_10_4.pdb,-13.609074,3.7283200352533483
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_8.pdb,-13.226584,3.6751608908907647
4s0v_receptor_only_dc_aligned_ZINC000016607715_10_6.pdb,-12.653422,3.661520418769796
4s0v_receptor_only_dc_aligned_ZINC000016607715_10_3.pdb,-12.463025,3.260375711894728
4s0v_receptor_only_dc_aligned_ZINC000016607715_10_0.pdb,-12.438978,3.2837014888286946
4s0v_receptor_only_dc_aligned_ZINC000016607715_8_0.pdb,-12.421498,10.837828871698918
4s0v_receptor_only_dc_aligned_ZINC000016607715_9_0.pdb,-12.195507,10.836710661824524
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_5.pdb,-12.057088,3.5571027175496024
4s0v_receptor_only_dc_aligned_ZINC000016607715_11_0.pdb,-11.748629,13.27487781202222
4s0v_receptor_only_dc_aligned_ZINC000016607715_10_2.pdb,-11.71252,3.275201238128838
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_1.pdb,-11.395924,3.361013668277986
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_2.pdb,-11.318386,3.403789222244207
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_0.pdb,-11.246304,3.4071655874314803
4s0v_receptor_only_dc_aligned_ZINC000016607715_10_5.pdb,-10.858085,3.223638841234694
4s0v_receptor_only_dc_aligned_ZINC000016607715_10_1.pdb,-10.301573,3.1113219523019198
4s0v_receptor_only_dc_aligned_ZINC000016607715_7_4.pdb,-10.045653,7.525362770780692
