file,ddg,distance
4s0v_receptor_only_dc_aligned_PV-001866100789_12_0.pdb,-20.398588,0.7808490183363461
4s0v_receptor_only_dc_aligned_PV-001866100789_10_0.pdb,-20.104211,0.6174593137265056
4s0v_receptor_only_dc_aligned_PV-001866100789_1_0.pdb,-19.96465,4.839295569382547
4s0v_receptor_only_dc_aligned_PV-001866100789_10_2.pdb,-18.621304,2.005494352310755
4s0v_receptor_only_dc_aligned_PV-001866100789_8_0.pdb,-18.30756,1.9674580783647797
4s0v_receptor_only_dc_aligned_PV-001866100789_8_1.pdb,-18.207284,1.278347268587311
4s0v_receptor_only_dc_aligned_PV-001866100789_9_0.pdb,-17.842194,1.459956189662194
4s0v_receptor_only_dc_aligned_PV-001866100789_4_0.pdb,-17.714745,2.698721505144899
4s0v_receptor_only_dc_aligned_PV-001866100789_5_13.pdb,-17.277412,1.3670829365146293
4s0v_receptor_only_dc_aligned_PV-001866100789_5_12.pdb,-17.23836,1.5117078597285332
4s0v_receptor_only_dc_aligned_PV-001866100789_10_1.pdb,-17.127336,0.45192205008508723
4s0v_receptor_only_dc_aligned_PV-001866100789_2_1.pdb,-17.114307,2.637714750572506
4s0v_receptor_only_dc_aligned_PV-001866100789_5_5.pdb,-16.978679,1.5138272582995849
4s0v_receptor_only_dc_aligned_PV-001866100789_9_5.pdb,-16.802205,0.7003820863073928
4s0v_receptor_only_dc_aligned_PV-001866100789_11_7.pdb,-16.463246,2.1043273753362985
4s0v_receptor_only_dc_aligned_PV-001866100789_4_1.pdb,-16.033224,2.897070076032674
4s0v_receptor_only_dc_aligned_PV-001866100789_9_4.pdb,-15.947236,0.685501761284731
4s0v_receptor_only_dc_aligned_PV-001866100789_11_2.pdb,-15.892006,1.6791726108897256
4s0v_receptor_only_dc_aligned_PV-001866100789_13_5.pdb,-15.818574,2.5552827518670194
4s0v_receptor_only_dc_aligned_PV-001866100789_13_6.pdb,-15.807941,1.3165474470197025
4s0v_receptor_only_dc_aligned_PV-001866100789_11_1.pdb,-15.764647,1.9472841329152963
4s0v_receptor_only_dc_aligned_PV-001866100789_3_0.pdb,-15.604015,4.847262171101942
4s0v_receptor_only_dc_aligned_PV-001866100789_5_4.pdb,-15.469671,1.3506883708060644
4s0v_receptor_only_dc_aligned_PV-001866100789_5_9.pdb,-15.338256,2.9762135576638893
4s0v_receptor_only_dc_aligned_PV-001866100789_4_2.pdb,-15.269651,2.8674854766104803
4s0v_receptor_only_dc_aligned_PV-001866100789_9_3.pdb,-15.052989,2.6807181607949646
4s0v_receptor_only_dc_aligned_PV-001866100789_5_8.pdb,-15.019773,2.187800318856469
4s0v_receptor_only_dc_aligned_PV-001866100789_13_2.pdb,-14.952913,5.472019093502171
4s0v_receptor_only_dc_aligned_PV-001866100789_5_11.pdb,-14.811038,2.106250217910625
4s0v_receptor_only_dc_aligned_PV-001866100789_5_3.pdb,-14.735203,1.2697177854926296
4s0v_receptor_only_dc_aligned_PV-001866100789_9_7.pdb,-14.605683,1.5914369028196653
4s0v_receptor_only_dc_aligned_PV-001866100789_5_7.pdb,-14.595432,2.2377713557540435
4s0v_receptor_only_dc_aligned_PV-001866100789_7_2.pdb,-14.558655,1.1500189376537937
4s0v_receptor_only_dc_aligned_PV-001866100789_1_4.pdb,-14.196158,2.7633535953359383
4s0v_receptor_only_dc_aligned_PV-001866100789_3_1.pdb,-14.113888,1.3578039107534907
4s0v_receptor_only_dc_aligned_PV-001866100789_7_5.pdb,-13.763366,0.9705262707750786
4s0v_receptor_only_dc_aligned_PV-001866100789_5_14.pdb,-13.721044,2.0911251577122543
4s0v_receptor_only_dc_aligned_PV-001866100789_2_0.pdb,-13.61145,3.6890639222989794
4s0v_receptor_only_dc_aligned_PV-001866100789_13_4.pdb,-13.547453,2.6472108587611505
4s0v_receptor_only_dc_aligned_PV-001866100789_1_1.pdb,-13.505058,1.271860470511292
